Car_Name,Aspirational_Value,Age,km_driven,fuel,seller_type,transmission,owner,selling_price
GLS,General,6,77350,Diesel,Dealer,Automatic,First_Owner,5500000
Swift,General,7,61187,Diesel,Dealer,Manual,First_Owner,550000
Xylo,General,13,68350,Diesel,Dealer,Manual,First_Owner,400000
EcoSport,Premium,7,81150,Diesel,Dealer,Manual,First_Owner,585000
Grand_i10,General,3,30000,Petrol,Individual,Manual,First_Owner,500000
Ciaz,General,7,30000,Petrol,Individual,Manual,First_Owner,800000
Swift,General,13,120000,Diesel,Individual,Manual,Second_Owner,265000
Figo,General,10,180000,Diesel,Individual,Manual,First_Owner,175000
Palio,General,15,50000,Petrol,Individual,Manual,Second_Owner,125000
Manza,General,12,80000,Diesel,Individual,Manual,First_Owner,165000
Verito,General,11,280000,Diesel,Individual,Manual,First_Owner,150000
Creta,Premium,7,90000,Diesel,Individual,Manual,Second_Owner,1025000
Innova,General,8,250000,Diesel,Individual,Manual,Second_Owner,1030000
Cruze,General,10,90000,Diesel,Individual,Manual,Fourth&Above Owner,380000
Swift,General,12,110000,Diesel,Individual,Manual,Third_Owner,250000
Zen,General,22,80000,Petrol,Individual,Manual,Second_Owner,85000
Punto,General,6,35000,Diesel,Individual,Manual,First_Owner,500000
EON,General,4,15000,Petrol,Individual,Manual,First_Owner,350000
Alto,General,12,52000,Petrol,Individual,Manual,Second_Owner,190000
Jetta,General,13,140000,Diesel,Individual,Manual,First_Owner,940000
Swift,General,9,60000,Petrol,Individual,Manual,Second_Owner,475000
Alto,General,4,17000,Petrol,Individual,Manual,First_Owner,300000
Beat,General,6,70000,Petrol,Individual,Manual,Third_Owner,250000
Zen,General,21,97000,Petrol,Individual,Manual,Fourth&Above Owner,93000
Figo,General,10,125000,Diesel,Individual,Manual,Second_Owner,290000
Indica,General,12,300000,Petrol,Individual,Manual,Third_Owner,75000
XUV500,Premium,7,120000,Diesel,Individual,Manual,Second_Owner,1000000
i20,General,7,87000,Diesel,Individual,Manual,First_Owner,550000
Punto,General,12,75000,Diesel,Individual,Manual,Third_Owner,285000
Indigo,General,8,60000,Petrol,Individual,Manual,Second_Owner,240000
Creta,Premium,7,25000,Petrol,Individual,Manual,First_Owner,850000
i20,General,6,26000,Petrol,Individual,Manual,First_Owner,650000
Celerio,General,5,78000,CNG,Individual,Manual,First_Owner,365000
i20,General,6,26000,Petrol,Individual,Manual,First_Owner,650000
Sail,General,7,35000,Petrol,Individual,Manual,First_Owner,260000
Indigo,General,8,100000,Petrol,Individual,Manual,First_Owner,250000
Safari,Premium,15,80000,Petrol,Individual,Manual,Second_Owner,550000
WagonR,General,18,90000,Petrol,Individual,Manual,Fourth&Above Owner,70000
Sail,General,9,80000,Diesel,Individual,Manual,First_Owner,225000
City,General,20,100000,Petrol,Individual,Manual,First_Owner,145000
EcoSport,Premium,4,20000,Diesel,Individual,Manual,First_Owner,930000
Swift,General,3,51000,Petrol,Individual,Manual,First_Owner,550000
Alto,General,14,120000,Petrol,Individual,Manual,Second_Owner,85000
EON,General,8,55000,Petrol,Individual,Manual,First_Owner,280000
EON,General,4,6000,Petrol,Individual,Manual,First_Owner,360000
Alto,General,11,40000,Petrol,Individual,Manual,Second_Owner,150000
Rapid,General,5,15000,Petrol,Individual,Automatic,First_Owner,900000
CLASSIC,General,17,50000,Diesel,Individual,Manual,Second_Owner,120000
Linea,General,12,90000,Petrol,Individual,Manual,Second_Owner,215000
Scala,General,9,38500,Diesel,Individual,Manual,First_Owner,550000
Nexon,General,4,35000,Petrol,Individual,Manual,First_Owner,775000
Gypsy,General,21,49359,Petrol,Individual,Manual,Third_Owner,409999
Maruti 800,General,17,70000,Petrol,Individual,Manual,Second_Owner,65000
WagonR,General,14,90000,Petrol,Individual,Manual,Second_Owner,200000
WagonR,General,12,50000,Petrol,Individual,Manual,Second_Owner,240000
Innova,General,10,108731,Diesel,Individual,Manual,First_Owner,800000
Innova,General,12,120000,Diesel,Individual,Manual,First_Owner,400000
WagonR,General,10,40000,Petrol,Individual,Manual,Second_Owner,229999
Ecosport,Premium,8,120000,Diesel,Individual,Manual,First_Owner,580000
Corolla,Premium,17,100000,Petrol,Individual,Manual,Fourth&Above Owner,175000
Ritz,General,10,110000,Diesel,Individual,Manual,Fourth&Above Owner,250000
EON,General,8,80000,Petrol,Individual,Manual,First_Owner,320000
Micra,General,9,90000,Diesel,Individual,Manual,First_Owner,300000
TUV,General,5,60000,Diesel,Individual,Manual,First_Owner,800000
Verna,General,13,75000,Diesel,Dealer,Automatic,First_Owner,245000
EON,General,4,20000,Petrol,Individual,Manual,First_Owner,300000
Xcent,General,5,80000,Diesel,Individual,Manual,First_Owner,350000
Zen,General,16,105700,Petrol,Individual,Manual,First_Owner,70000
Celerio,General,5,14000,Petrol,Dealer,Manual,First_Owner,430999
Spark,General,12,70000,Petrol,Individual,Manual,First_Owner,80000
Alto,General,3,28000,Petrol,Dealer,Manual,First_Owner,335000
Eeco,General,5,51000,Petrol,Dealer,Manual,First_Owner,350000
Alto,General,4,56000,Petrol,Dealer,Manual,First_Owner,315000
Vento,General,3,35000,Diesel,Individual,Automatic,First_Owner,1100000
Esteem,General,17,24000,Petrol,Individual,Manual,First_Owner,80000
Alto,General,8,64000,Petrol,Dealer,Manual,Second_Owner,285000
Indigo,General,13,120000,Diesel,Individual,Manual,Third_Owner,100000
Alto,General,11,37091,Petrol,Individual,Manual,First_Owner,225000
XC,Premium,5,80000,Diesel,Individual,Automatic,First_Owner,4500000
Alto,General,4,38900,Petrol,Individual,Manual,Third_Owner,320000
Creta,Premium,6,60000,Diesel,Individual,Manual,Third_Owner,1249000
WagonR,General,14,110000,Petrol,Individual,Manual,Third_Owner,120000
Vento,General,11,100000,Diesel,Individual,Manual,Second_Owner,200000
Creta,Premium,6,85000,Diesel,Individual,Manual,First_Owner,1151000
Indica,General,10,140000,Diesel,Individual,Manual,First_Owner,120000
KWID,General,5,20000,Petrol,Individual,Manual,First_Owner,220000
Nexon,General,5,15000,Petrol,Individual,Manual,First_Owner,750000
TUV,General,4,40000,Diesel,Individual,Manual,First_Owner,784000
Jazz,General,5,50000,Petrol,Individual,Manual,First_Owner,500000
EON,General,4,20000,Petrol,Individual,Manual,First_Owner,350000
XUV500,Premium,4,50000,Diesel,Individual,Automatic,First_Owner,1400000
Thar,General,8,100000,Diesel,Individual,Manual,Second_Owner,600000
Grand_i10,General,3,9400,Petrol,Individual,Manual,First_Owner,525000
EcoSport,Premium,5,12000,Diesel,Individual,Manual,First_Owner,930000
Eeco,General,5,14100,CNG,Dealer,Manual,First_Owner,440000
Celerio,General,6,21000,Petrol,Dealer,Manual,First_Owner,434999
i10,General,11,28000,Petrol,Dealer,Manual,First_Owner,250000
Ertiga,General,5,35000,Diesel,Dealer,Manual,First_Owner,940000
Verna,General,5,31000,Diesel,Dealer,Automatic,First_Owner,1050000
Ertiga,General,6,58000,Diesel,Dealer,Manual,First_Owner,825000
WagonR,General,10,25000,Petrol,Individual,Manual,First_Owner,229999
i20,General,11,72000,Petrol,Dealer,Manual,First_Owner,375000
Ertiga,General,9,89000,Diesel,Dealer,Manual,First_Owner,640000
Innova,General,10,160000,Diesel,Dealer,Manual,First_Owner,800000
Figo,General,10,30000,Petrol,Individual,Manual,Third_Owner,130000
i10,General,8,37555,Petrol,Dealer,Manual,First_Owner,300000
WagonR,General,4,14000,Petrol,Dealer,Manual,First_Owner,440000
Ertiga,General,8,56600,CNG,Dealer,Manual,First_Owner,595000
Scorpio,Premium,9,110000,Diesel,Individual,Manual,First_Owner,450000
Brezza,General,5,50000,Diesel,Individual,Manual,First_Owner,690000
Alto,General,3,5000,Petrol,Individual,Manual,First_Owner,300000
Sail,General,8,100000,Petrol,Individual,Manual,Second_Owner,170000
Etios,General,10,120000,Diesel,Individual,Manual,First_Owner,280000
Swift,General,13,67580,Petrol,Individual,Manual,Second_Owner,220000
Santro,General,13,100000,Petrol,Individual,Manual,Third_Owner,140000
Esteem,General,18,60000,Petrol,Individual,Manual,First_Owner,45000
Figo,General,8,125000,Diesel,Individual,Manual,Second_Owner,200000
Scorpio,Premium,14,120000,Diesel,Individual,Manual,Second_Owner,325000
Verna,General,12,130000,Diesel,Individual,Manual,Second_Owner,300000
Maruti 800,General,13,250000,Petrol,Individual,Manual,Second_Owner,120000
Creta,Premium,6,52600,Diesel,Individual,Manual,First_Owner,535000
City,General,8,82000,Diesel,Individual,Manual,First_Owner,520000
Grand_i10,General,5,19890,Petrol,Dealer,Automatic,First_Owner,550000
Verito,General,7,40000,Diesel,Individual,Manual,First_Owner,280000
Sunny,General,9,78000,Diesel,Dealer,Manual,First_Owner,225000
EcoSport,Premium,7,48238,Petrol,Trustmark_Dealer,Automatic,First_Owner,750000
i20,General,6,38365,Petrol,Dealer,Manual,First_Owner,535000
XUV500,Premium,6,23670,Diesel,Trustmark_Dealer,Manual,First_Owner,1250000
Baleno,General,5,49834,Petrol,Trustmark_Dealer,Manual,First_Owner,650000
Brio,General,9,57353,Petrol,Trustmark_Dealer,Manual,First_Owner,295000
Swift,General,7,68308,Diesel,Trustmark_Dealer,Manual,First_Owner,480000
City,General,7,63240,Diesel,Trustmark_Dealer,Manual,First_Owner,575000
Scorpio,Premium,6,60000,Diesel,Individual,Manual,First_Owner,509999
Alto,General,14,100000,Petrol,Individual,Manual,First_Owner,69000
Manza,General,9,60000,Petrol,Individual,Manual,First_Owner,200000
Innova,General,10,90000,Diesel,Individual,Manual,First_Owner,449000
Harrier,Premium,2,1000,Diesel,Individual,Manual,First_Owner,426000
Ecosport,Premium,5,6000,Petrol,Individual,Manual,First_Owner,650000
Tiago,General,5,50000,Diesel,Individual,Manual,First_Owner,260000
Bolero,General,7,90000,Diesel,Individual,Manual,Third_Owner,295000
Eeco,General,5,30000,Petrol,Dealer,Manual,First_Owner,260000
Indica,General,10,140000,Diesel,Individual,Manual,First_Owner,120000
Verna,General,15,65000,Petrol,Dealer,Manual,First_Owner,155000
Jazz,General,7,38000,Diesel,Individual,Manual,First_Owner,450000
Safari,Premium,10,80000,Diesel,Individual,Manual,First_Owner,320000
Verna,General,15,50000,Petrol,Individual,Manual,Second_Owner,123000
Santro,General,16,110000,Petrol,Individual,Manual,First_Owner,80000
SX4,General,10,90000,Petrol,Individual,Manual,Second_Owner,220000
i20,General,4,37000,Diesel,Dealer,Manual,First_Owner,650000
Alto,General,4,30000,Petrol,Dealer,Manual,First_Owner,285000
Amaze,General,4,26000,Petrol,Dealer,Automatic,First_Owner,725000
Indica,General,12,128000,Petrol,Individual,Manual,First_Owner,97000
Ciaz,General,6,30000,Petrol,Dealer,Manual,First_Owner,625000
i20,General,6,23000,Petrol,Dealer,Manual,First_Owner,550000
Indigo,General,10,120000,Diesel,Individual,Manual,First_Owner,130000
i10,General,10,40000,Petrol,Dealer,Manual,First_Owner,240000
Terrano,General,8,27000,Diesel,Dealer,Manual,First_Owner,600000
Safari,Premium,10,65000,Diesel,Dealer,Manual,First_Owner,350000
EON,General,7,32000,Petrol,Dealer,Manual,First_Owner,245000
Swift,General,13,52536,Petrol,Individual,Manual,First_Owner,199000
Xylo,General,11,100000,Diesel,Individual,Manual,Second_Owner,330000
Ritz,General,13,80000,Petrol,Individual,Manual,First_Owner,150000
Creta,Premium,6,90000,Diesel,Individual,Manual,First_Owner,927999
Zen,General,19,60000,Petrol,Individual,Manual,Fourth&Above Owner,70000
Xcent,General,7,55000,Diesel,Dealer,Manual,First_Owner,399000
Swift,General,7,90000,Diesel,Individual,Manual,First_Owner,350000
Scorpio,Premium,16,50000,Diesel,Individual,Manual,Second_Owner,125000
Santro,General,14,90000,Petrol,Individual,Manual,Second_Owner,150000
EON,General,7,25000,Petrol,Individual,Manual,First_Owner,250000
Verna,General,8,61000,Diesel,Dealer,Manual,First_Owner,675000
S-Cross,General,4,30000,Diesel,Individual,Manual,First_Owner,950000
Eeco,General,4,45000,CNG,Individual,Manual,First_Owner,409999
Linea,General,11,60000,Diesel,Individual,Manual,First_Owner,225000
Civic,Premium,14,75000,Petrol,Individual,Manual,Second_Owner,350000
Indica,General,17,140000,Petrol,Individual,Manual,Third_Owner,51111
Sail,General,9,56000,Diesel,Dealer,Manual,First_Owner,290000
Camry,Premium,16,62000,Electric,Dealer,Automatic,Second_Owner,310000
Verna,General,15,58000,Diesel,Dealer,Manual,Second_Owner,212000
Octavia,General,9,49000,Diesel,Dealer,Automatic,Second_Owner,900000
Beat,General,11,56000,Diesel,Dealer,Manual,Second_Owner,221000
Innova,General,9,73000,Diesel,Dealer,Manual,First_Owner,675000
Amaze,General,8,69000,Diesel,Dealer,Manual,First_Owner,421000
SX4,General,14,10000,Petrol,Individual,Manual,First_Owner,350000
Accent,General,12,110000,CNG,Individual,Manual,First_Owner,140000
Octavia,General,20,116000,Diesel,Individual,Manual,Second_Owner,90000
City,General,4,40000,Diesel,Individual,Manual,First_Owner,830000
WagonR,General,13,30000,Petrol,Individual,Manual,First_Owner,180000
Swift,General,13,109000,Diesel,Individual,Manual,Second_Owner,210000
SX4,General,5,90000,Diesel,Individual,Manual,First_Owner,700000
Nano,General,8,7000,Petrol,Individual,Manual,Second_Owner,45000
Indigo,General,10,120000,Diesel,Individual,Manual,First_Owner,125000
Verna,General,5,64916,Petrol,Individual,Manual,First_Owner,530000
Ecosport,Premium,4,37161,Diesel,Dealer,Manual,First_Owner,800000
Baleno,General,6,15000,Petrol,Individual,Manual,First_Owner,580000
Q3,Premium,10,118000,Diesel,Individual,Automatic,Second_Owner,1400000
KWID,General,4,50852,Petrol,Individual,Manual,First_Owner,300000
KWID,General,6,30000,Petrol,Individual,Manual,First_Owner,300000
Ciaz,General,7,77000,Diesel,Individual,Manual,First_Owner,700000
Sunny,General,10,70000,Petrol,Individual,Manual,Third_Owner,250000
Tavera,General,6,120000,Diesel,Individual,Manual,First_Owner,500000
Accord,General,13,40000,Petrol,Individual,Automatic,Third_Owner,428000
Harrier,Premium,3,33000,Diesel,Individual,Manual,First_Owner,1400000
EON,General,9,53500,Petrol,Individual,Manual,Third_Owner,219000
Ertiga,General,5,40000,Diesel,Individual,Manual,First_Owner,500000
City,General,8,82000,Diesel,Individual,Manual,First_Owner,520000
Scorpio,Premium,6,60000,Diesel,Individual,Manual,First_Owner,509999
Baleno,General,3,24000,Petrol,Individual,Manual,First_Owner,556000
Indigo,General,8,120000,Diesel,Individual,Manual,First_Owner,225000
Amaze,General,9,65000,Diesel,Dealer,Manual,First_Owner,325000
Swift,General,9,65000,Diesel,Dealer,Manual,First_Owner,365000
Creta,Premium,7,84000,Diesel,Dealer,Manual,First_Owner,850000
Etios,General,9,75000,Diesel,Dealer,Manual,First_Owner,350000
Swift,General,15,50000,Diesel,Dealer,Manual,First_Owner,225000
Alto,General,11,50000,Petrol,Individual,Manual,First_Owner,135000
WagonR,General,15,49000,Petrol,Dealer,Manual,First_Owner,140000
SX4,General,6,560000,Diesel,Dealer,Manual,First_Owner,665000
KWID,General,7,14365,Petrol,Dealer,Manual,First_Owner,275000
Fortuner,Premium,5,41000,Diesel,Individual,Automatic,First_Owner,2750000
Verna,General,9,65000,Diesel,Dealer,Manual,First_Owner,484999
Ciaz,General,7,65000,Diesel,Dealer,Manual,First_Owner,565000
Swift,General,9,61083,Diesel,Dealer,Manual,First_Owner,425000
Innova,General,9,75000,Diesel,Individual,Manual,First_Owner,925000
Scorpio,Premium,10,72000,Diesel,Dealer,Manual,First_Owner,565000
Duster,Premium,8,65000,Diesel,Dealer,Manual,First_Owner,525000
City,General,12,60000,Petrol,Individual,Manual,First_Owner,409999
Tigor,General,4,5000,Petrol,Individual,Manual,First_Owner,570000
SX4,General,15,80000,Petrol,Individual,Manual,Third_Owner,160000
Ciaz,General,5,51500,Diesel,Individual,Manual,Second_Owner,749000
Swift,General,12,120000,Diesel,Individual,Manual,Third_Owner,300000
EcoSport,Premium,8,79800,Diesel,Dealer,Manual,First_Owner,550000
EcoSport,Premium,7,97000,Diesel,Dealer,Manual,Second_Owner,550000
Ecosport,Premium,3,6590,Diesel,Dealer,Manual,First_Owner,1250000
Figo,General,5,49957,Diesel,Dealer,Manual,First_Owner,700000
Figo,General,5,43235,Diesel,Dealer,Manual,First_Owner,600000
EcoSport,Premium,4,50699,Diesel,Dealer,Manual,First_Owner,925000
Endeavour,Premium,6,126000,Diesel,Dealer,Automatic,First_Owner,1800000
Figo,General,7,140730,Diesel,Dealer,Manual,Second_Owner,459999
i20,General,7,46000,Petrol,Individual,Manual,First_Owner,565000
EON,General,9,80000,Petrol,Individual,Manual,Third_Owner,170000
Qualis,General,21,256000,Diesel,Dealer,Manual,First_Owner,150000
Scorpio,Premium,14,120000,Diesel,Individual,Manual,First_Owner,295000
i20,General,4,40000,Diesel,Individual,Manual,First_Owner,819999
Elite,General,3,40000,Diesel,Individual,Manual,First_Owner,819999
Ritz,General,7,40000,Petrol,Individual,Manual,First_Owner,320000
Ecosport,Premium,7,135000,Diesel,Individual,Manual,Second_Owner,550000
Bolero,General,7,50000,Diesel,Individual,Manual,First_Owner,550000
Ameo,General,5,98000,Diesel,Individual,Manual,First_Owner,590000
Innova,General,8,70000,Diesel,Individual,Manual,First_Owner,1050000
City,General,5,50000,Diesel,Individual,Manual,First_Owner,950000
City,General,5,30000,Diesel,Individual,Manual,First_Owner,1000000
Terrano,General,9,120000,Diesel,Individual,Manual,First_Owner,500000
Punto,General,5,70000,Diesel,Individual,Manual,First_Owner,450000
Swift,General,5,35000,Diesel,Individual,Manual,First_Owner,720000
Celerio,General,7,70000,Diesel,Individual,Manual,Second_Owner,390000
Thar,General,8,35000,Diesel,Individual,Manual,First_Owner,500000
Fortuner,Premium,6,70000,Petrol,Individual,Automatic,Second_Owner,2500000
i20,General,5,50000,Diesel,Individual,Manual,First_Owner,780000
Swift,General,7,90000,Diesel,Individual,Manual,Second_Owner,484999
Vento,General,10,90000,Diesel,Individual,Manual,Second_Owner,420000
XUV500,Premium,7,70000,Diesel,Individual,Manual,First_Owner,1225000
Indica,General,7,50000,Diesel,Individual,Manual,Second_Owner,350000
Verito,General,7,120000,Diesel,Individual,Manual,Third_Owner,350000
Innova,General,11,230000,Diesel,Individual,Manual,First_Owner,800000
Santro,General,18,70000,Petrol,Individual,Automatic,Second_Owner,125000
Indica,General,12,100000,Diesel,Individual,Manual,Third_Owner,75000
