job,marital,education,housing,loan
student,single,high.school,no,no
student,single,high.school,yes,no
entrepreneur,married,university.degree,yes,no
admin.,married,university.degree,yes,no
technician,married,professional.course,yes,no
technician,married,high.school,yes,no
retired,divorced,basic.4y,yes,yes
technician,married,university.degree,no,no
technician,married,high.school,no,no
admin.,married,university.degree,yes,yes
student,single,professional.course,no,yes
technician,single,professional.course,no,no
services,single,high.school,no,no
admin.,single,university.degree,yes,no
admin.,married,high.school,yes,no
unemployed,single,basic.4y,yes,no
management,married,high.school,no,no
technician,married,university.degree,yes,yes
admin.,married,university.degree,yes,no
blue-collar,married,professional.course,yes,no
admin.,married,university.degree,yes,yes
technician,married,professional.course,yes,no
self-employed,single,university.degree,yes,no
admin.,married,university.degree,yes,no
housemaid,single,university.degree,no,no
admin.,single,university.degree,yes,no
admin.,single,university.degree,yes,yes
services,married,high.school,no,no
admin.,single,high.school,yes,yes
admin.,divorced,university.degree,yes,yes
admin.,married,university.degree,no,yes
admin.,married,university.degree,yes,no
admin.,married,university.degree,yes,no
admin.,married,university.degree,yes,yes
admin.,single,university.degree,yes,no
technician,married,basic.9y,yes,yes
admin.,married,university.degree,no,no
technician,married,university.degree,yes,yes
admin.,single,university.degree,no,no
self-employed,married,university.degree,no,no
services,married,high.school,yes,yes
technician,married,professional.course,no,no
admin.,married,high.school,no,no
blue-collar,married,basic.9y,yes,yes
housemaid,married,basic.4y,no,no
unemployed,married,high.school,yes,yes
blue-collar,single,professional.course,yes,no
blue-collar,single,professional.course,no,no
management,married,university.degree,no,no
admin.,single,university.degree,no,no
retired,married,high.school,yes,no
admin.,married,university.degree,no,no
unemployed,married,basic.9y,no,yes
admin.,single,university.degree,yes,yes
entrepreneur,married,basic.6y,yes,no
retired,single,university.degree,yes,yes
entrepreneur,married,university.degree,yes,no
blue-collar,single,professional.course,no,no
admin.,single,university.degree,no,no
admin.,divorced,university.degree,yes,no
admin.,single,university.degree,no,no
admin.,single,university.degree,no,no
admin.,single,university.degree,no,yes
admin.,single,university.degree,yes,no
retired,married,high.school,no,yes
admin.,married,university.degree,yes,no
admin.,single,university.degree,yes,no
admin.,single,university.degree,no,no
admin.,married,university.degree,yes,no
blue-collar,married,basic.9y,no,yes
student,single,basic.9y,yes,no
admin.,single,university.degree,yes,no
admin.,single,university.degree,no,no
admin.,divorced,high.school,no,no
technician,married,university.degree,yes,no
admin.,married,university.degree,no,yes
admin.,married,university.degree,yes,yes
housemaid,married,basic.4y,yes,no
self-employed,married,university.degree,no,yes
unemployed,married,high.school,yes,no
student,single,university.degree,no,yes
admin.,married,university.degree,yes,no
admin.,divorced,university.degree,no,yes
self-employed,married,university.degree,yes,no
self-employed,married,university.degree,no,no
unemployed,married,basic.9y,yes,no
admin.,married,university.degree,yes,no
retired,married,basic.9y,no,no
admin.,married,university.degree,yes,no
admin.,married,high.school,no,yes
admin.,married,high.school,yes,no
admin.,married,university.degree,yes,no
technician,single,professional.course,no,yes
admin.,married,university.degree,yes,no
technician,divorced,professional.course,yes,no
technician,married,professional.course,no,no
admin.,single,high.school,yes,no
management,single,university.degree,yes,no
services,single,university.degree,no,no
retired,married,high.school,yes,no
self-employed,married,university.degree,yes,no
technician,married,professional.course,no,no
admin.,married,university.degree,no,no
admin.,married,high.school,yes,yes
admin.,married,university.degree,yes,no
admin.,divorced,high.school,yes,no
self-employed,single,university.degree,no,yes
technician,single,university.degree,no,no
technician,single,high.school,yes,no
self-employed,married,university.degree,yes,no
technician,single,professional.course,yes,no
management,married,university.degree,yes,no
admin.,married,university.degree,yes,no
blue-collar,married,professional.course,yes,yes
self-employed,married,university.degree,no,no
services,married,high.school,yes,no
admin.,single,university.degree,no,yes
admin.,single,university.degree,no,no
self-employed,married,university.degree,no,no
blue-collar,single,professional.course,no,no
admin.,married,university.degree,no,no
self-employed,married,university.degree,yes,no
management,married,high.school,yes,no
blue-collar,married,basic.9y,no,no
retired,married,university.degree,yes,no
admin.,married,university.degree,yes,no
housemaid,married,high.school,yes,no
admin.,married,university.degree,yes,no
admin.,married,university.degree,no,no
blue-collar,married,basic.9y,yes,no
admin.,married,university.degree,yes,no
admin.,married,high.school,yes,no
management,married,university.degree,yes,no
admin.,married,high.school,no,no
blue-collar,married,basic.9y,yes,no
admin.,married,high.school,yes,no
admin.,married,high.school,yes,no
student,single,high.school,yes,yes
admin.,single,university.degree,yes,no
student,single,high.school,yes,no
retired,married,high.school,yes,no
retired,married,high.school,no,no
retired,married,high.school,yes,no
admin.,single,university.degree,yes,yes
admin.,married,high.school,no,no
housemaid,married,professional.course,yes,no
admin.,single,university.degree,yes,no
admin.,single,university.degree,no,no
self-employed,married,university.degree,no,no
technician,single,university.degree,no,no
technician,single,professional.course,no,no
admin.,married,high.school,no,no
admin.,divorced,university.degree,no,no
admin.,divorced,university.degree,yes,no
admin.,married,university.degree,yes,no
technician,single,university.degree,yes,no
unemployed,single,high.school,no,yes
entrepreneur,married,professional.course,yes,no
technician,single,university.degree,yes,no
admin.,married,high.school,yes,no
self-employed,married,university.degree,no,no
management,single,university.degree,no,no
admin.,single,university.degree,no,no
technician,married,professional.course,yes,no
blue-collar,married,basic.9y,yes,no
admin.,divorced,professional.course,yes,no
retired,married,basic.4y,no,no
student,single,high.school,no,no
admin.,married,professional.course,no,no
admin.,divorced,university.degree,no,no
services,married,high.school,yes,no
entrepreneur,single,basic.9y,yes,no
services,married,high.school,yes,no
admin.,married,high.school,no,no
admin.,single,university.degree,no,no
admin.,married,university.degree,no,no
admin.,married,university.degree,yes,no
technician,single,university.degree,yes,yes
student,single,high.school,no,no
admin.,single,high.school,yes,no
admin.,single,university.degree,yes,no
admin.,single,university.degree,yes,no
admin.,single,university.degree,yes,no
student,single,high.school,yes,yes
blue-collar,married,basic.9y,yes,no
services,married,high.school,yes,no
admin.,single,university.degree,yes,no
services,married,university.degree,yes,no
services,married,university.degree,yes,no
services,married,high.school,yes,no
services,married,university.degree,yes,no
admin.,married,basic.9y,yes,no
services,married,university.degree,no,no
management,single,university.degree,yes,yes
blue-collar,married,basic.9y,yes,no
technician,married,professional.course,yes,no
blue-collar,married,basic.9y,yes,no
blue-collar,married,basic.9y,yes,no
technician,single,university.degree,no,no
services,married,high.school,no,no
housemaid,married,university.degree,yes,no
blue-collar,married,high.school,no,no
blue-collar,married,high.school,no,no
admin.,single,university.degree,no,no
management,single,university.degree,yes,no
technician,married,university.degree,no,no
admin.,single,university.degree,yes,no
admin.,married,university.degree,no,no
student,single,high.school,yes,no
services,married,basic.9y,no,no
services,married,high.school,yes,yes
technician,single,professional.course,yes,no
blue-collar,single,university.degree,yes,no
services,married,high.school,yes,no
admin.,divorced,university.degree,no,no
admin.,divorced,university.degree,yes,no
technician,single,professional.course,no,no
admin.,single,university.degree,yes,yes
admin.,single,university.degree,no,no
admin.,single,university.degree,yes,no
admin.,single,university.degree,no,no
admin.,married,university.degree,yes,no
technician,married,university.degree,yes,no
admin.,married,high.school,no,no
self-employed,married,university.degree,no,no
student,single,basic.6y,yes,no
self-employed,married,university.degree,no,no
admin.,single,high.school,yes,no
blue-collar,married,basic.9y,yes,no
services,married,university.degree,no,no
technician,single,high.school,no,yes
retired,divorced,university.degree,no,no
admin.,single,university.degree,yes,no
admin.,single,university.degree,no,no
technician,single,professional.course,no,no
admin.,single,university.degree,yes,yes
services,married,high.school,no,no
technician,married,professional.course,no,no
admin.,married,university.degree,no,no
admin.,single,high.school,no,no
unemployed,married,basic.9y,no,no
admin.,married,university.degree,yes,yes
technician,married,professional.course,no,no
management,married,high.school,no,no
admin.,single,high.school,yes,no
student,single,professional.course,yes,no
blue-collar,married,basic.4y,no,no
unemployed,married,basic.9y,no,no
blue-collar,married,basic.4y,no,no
blue-collar,married,basic.4y,no,no
management,married,university.degree,no,no
admin.,divorced,university.degree,yes,yes
admin.,single,university.degree,yes,no
services,single,high.school,no,no
admin.,married,university.degree,yes,no
admin.,married,university.degree,yes,yes
blue-collar,married,basic.9y,yes,no
technician,married,basic.4y,no,no
admin.,single,university.degree,yes,no
admin.,married,university.degree,yes,no
retired,married,university.degree,yes,yes
blue-collar,married,basic.9y,no,no
admin.,married,university.degree,yes,no
management,married,university.degree,yes,no
housemaid,married,university.degree,yes,no
management,single,university.degree,no,no
